attack_score,attack_score_gain_from_initial,best_folder,budget,budget_admissible,elapsed_seconds,foldover_fraction_det_below_0,initial_attack_score,input_damage_penalty,input_l2,input_psnr,input_ssim,iter,jacobian_det_mean,jacobian_det_min,low_det_fraction_below_0p2,max_disp_px,mean_disp_px,normalized_output_l2,objective,objective_scale_used,output_disruption,output_l2,output_psnr,output_ssim,p95_disp_px,path_flow,path_perturbed,path_perturbed_edited,prompt,prompt_slug,start,target_input_ssim
0.25251600749292835,0.15883248572598369,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/vae_conditioning/strong/start_00/best,strong,True,105.92980814166367,0.0,0.09368352176694467,0.0,0.020072697051182416,33.947885399526754,0.9280715584754944,150,1.0,0.863330066204071,0.0,4.25969123840332,0.6284676790237427,0.1385276675919579,vae_conditioning,0.012941881695406724,0.25251600749292835,0.03463191689798947,29.210469386348855,0.8860116600990295,3.0429494380950928,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/vae_conditioning/strong/start_00/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/vae_conditioning/strong/start_00/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/vae_conditioning/strong/start_00/checkpoints/iter_150/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.24380082834087483,0.1474424484056303,phase1/outputs/phase1a_screening/add_a_small_beard/vae_conditioning/strong/start_01/best,strong,True,106.86935588903725,0.0,0.09635837993524451,0.0,0.02264365224166982,32.9010704715125,0.9235523343086243,150,1.0,0.8734627366065979,0.0,4.398487091064453,0.5510384440422058,0.12673802125774494,vae_conditioning,0.013351167757666238,0.24380082834087483,0.031684505314436236,29.983061381245236,0.8829371929168701,2.736956834793091,phase1/outputs/phase1a_screening/add_a_small_beard/vae_conditioning/strong/start_01/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/add_a_small_beard/vae_conditioning/strong/start_01/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/add_a_small_beard/vae_conditioning/strong/start_01/checkpoints/iter_150/perturbed_edited.png,add a small beard,add_a_small_beard,1,0.9
0.24134381902300536,0.14367672691628233,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/vae_conditioning/strong/start_01/best,strong,True,104.33048713952303,0.0,0.09766709210672303,0.0,0.02264365224166982,32.9010704715125,0.9235523343086243,150,1.0,0.8734627366065979,0.0,4.398487091064453,0.5510384440422058,0.13005449664675414,vae_conditioning,0.013351167757666238,0.24134381902300536,0.032513624161688535,29.758692375258335,0.8887106776237488,2.736956834793091,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/vae_conditioning/strong/start_01/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/vae_conditioning/strong/start_01/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/vae_conditioning/strong/start_01/checkpoints/iter_150/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,1,0.9
0.2369557310838485,0.14059735114860397,phase1/outputs/phase1a_screening/add_a_small_beard/unet_prediction/strong/start_01/best,strong,True,125.16773491539061,0.0,0.09635837993524451,0.0,0.020873391130697357,33.60813977795304,0.9326111674308777,150,0.9999999403953552,0.8610242009162903,0.0,4.470330238342285,0.5432866811752319,0.1271888305444503,unet_prediction,1005.3331119853827,0.2369557310838485,0.03179720763611257,29.95222034337736,0.8902330994606018,2.4389891624450684,phase1/outputs/phase1a_screening/add_a_small_beard/unet_prediction/strong/start_01/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/add_a_small_beard/unet_prediction/strong/start_01/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/add_a_small_beard/unet_prediction/strong/start_01/checkpoints/iter_150/perturbed_edited.png,add a small beard,add_a_small_beard,1,0.9
0.23024061465306003,0.15296103324592636,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/strong/start_01/best,strong,True,148.13897819258273,0.0,0.07727958140713367,0.0,0.0264419328485964,31.554136040612274,0.9027668833732605,100,1.0,0.7859485149383545,0.0,5.826605796813965,0.8978704214096069,0.12697437548680027,edit_direction,3258464.3809232125,0.23024061465306003,0.03174359387170007,29.9668781172874,0.8967337608337402,4.078004360198975,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/strong/start_01/checkpoints/iter_100/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/strong/start_01/checkpoints/iter_100/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/strong/start_01/checkpoints/iter_100/perturbed_edited.png,add black sunglasses,add_black_sunglasses,1,0.9
0.2251416729788666,0.13145815121192195,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/unet_prediction/strong/start_00/best,strong,True,125.84453553892672,0.0,0.09368352176694467,1.9073486328125e-06,0.023289193875864575,32.656910874495495,0.9375854134559631,150,1.0,0.9231360554695129,0.0,6.000000953674316,0.6064953804016113,0.12650075424717716,unet_prediction,1054.0732281269993,0.22514358032749943,0.03162518856179429,29.999337527482908,0.9013571739196777,3.505263090133667,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/unet_prediction/strong/start_00/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/unet_prediction/strong/start_00/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/make_the_person_smile_slightly/unet_prediction/strong/start_00/checkpoints/iter_150/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.2175789819587503,0.12509675557634503,phase1/outputs/phase1a_screening/add_a_small_beard/vae_conditioning/strong/start_00/best,strong,True,104.40593505650759,0.0,0.09248222638240527,0.0,0.019535191704445763,34.18364645123652,0.930260181427002,150,1.0,0.8779197931289673,0.0,4.896228313446045,0.5685629844665527,0.10983267887723787,vae_conditioning,0.012939870226123978,0.2175789819587503,0.027458169719309467,31.226568298500826,0.8922536969184875,2.72369647026062,phase1/outputs/phase1a_screening/add_a_small_beard/vae_conditioning/strong/start_00/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/add_a_small_beard/vae_conditioning/strong/start_00/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/add_a_small_beard/vae_conditioning/strong/start_00/checkpoints/iter_150/perturbed_edited.png,add a small beard,add_a_small_beard,0,0.9
0.21499555761632572,0.11295077410468976,phase1/outputs/phase1a_screening/add_headphones/vae_conditioning/strong/start_01/best,strong,True,106.90448791719973,0.0,0.10204478351163596,0.0,0.02264365224166982,32.9010704715125,0.9235523343086243,150,1.0,0.8734627366065979,0.0,4.398487091064453,0.5510384440422058,0.12238215858754763,vae_conditioning,0.013351167757666238,0.21499555761632572,0.030595539646886907,30.28683764549094,0.9073866009712219,2.736956834793091,phase1/outputs/phase1a_screening/add_headphones/vae_conditioning/strong/start_01/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/add_headphones/vae_conditioning/strong/start_01/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/add_headphones/vae_conditioning/strong/start_01/checkpoints/iter_150/perturbed_edited.png,add headphones,add_headphones,1,0.9
0.21172895841074774,0.11806982579431957,phase1/outputs/phase1a_screening/add_a_small_earring/vae_conditioning/strong/start_01/best,strong,True,106.5957215372473,0.0,0.09365913261642816,0.0,0.02264365224166982,32.9010704715125,0.9235523343086243,150,1.0,0.8734627366065979,0.0,4.398487091064453,0.5510384440422058,0.11025443486643623,vae_conditioning,0.013351167757666238,0.21172895841074774,0.027563608716609057,31.193278476136452,0.8985254764556885,2.736956834793091,phase1/outputs/phase1a_screening/add_a_small_earring/vae_conditioning/strong/start_01/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/add_a_small_earring/vae_conditioning/strong/start_01/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/add_a_small_earring/vae_conditioning/strong/start_01/checkpoints/iter_150/perturbed_edited.png,add a small earring,add_a_small_earring,1,0.9
0.21153673219180008,0.12150732457985486,phase1/outputs/phase1a_screening/add_round_glasses/vae_conditioning/strong/start_01/best,strong,True,106.4036934711039,0.0,0.09002940761194522,0.0,0.02264365224166982,32.9010704715125,0.9235523343086243,150,1.0,0.8734627366065979,0.0,4.398487091064453,0.5510384440422058,0.11417177009081741,vae_conditioning,0.013351167757666238,0.21153673219180008,0.028542942522704354,30.89002514054519,0.9026350378990173,2.736956834793091,phase1/outputs/phase1a_screening/add_round_glasses/vae_conditioning/strong/start_01/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/add_round_glasses/vae_conditioning/strong/start_01/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/add_round_glasses/vae_conditioning/strong/start_01/checkpoints/iter_150/perturbed_edited.png,add round glasses,add_round_glasses,1,0.9
