attack_score,attack_score_gain_from_initial,best_folder,budget,budget_admissible,combo_id,elapsed_seconds,foldover_fraction_det_below_0,initial_attack_score,input_damage_penalty,input_l2,input_psnr,input_ssim,iter,jacobian_det_mean,jacobian_det_min,low_det_fraction_below_0p2,max_disp_px,mean_disp_px,normalized_output_l2,objective,objective_scale_used,output_disruption,output_l2,output_psnr,output_ssim,p95_disp_px,path_flow,path_perturbed,path_perturbed_edited,prompt,prompt_slug,start,target_input_ssim
0.29083137776449997,0.19284819253768212,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_09/best,strong,True,03_add_a_small_beard__unet_prediction__strong,329.49540878273547,0.0,0.09798318522681784,1.9073486328125e-06,0.027370768422291678,31.254260195841034,0.9057574272155762,350,1.0,0.529453456401825,0.0,6.000000953674316,0.8481230735778809,0.15463714863852338,unet_prediction,1287.7046763396013,0.2908332851131328,0.038659287159630844,28.254923164190178,0.8638038635253906,4.16891622543335,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_09/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_09/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_09/checkpoints/iter_350/perturbed_edited.png,add a small beard,add_a_small_beard,9,0.9
0.29007436823347466,0.18346989768243574,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_08/best,strong,True,03_add_a_small_beard__unet_prediction__strong,324.1527314707637,0.0,0.10660447055103892,1.9073486328125e-06,0.02816624498045776,31.005420953764737,0.9011347889900208,350,0.9999999403953552,0.5382420420646667,0.0,6.000000953674316,0.981338381767273,0.1531728107879485,unet_prediction,1197.9285573621605,0.29007627558210747,0.038293202696987126,28.3375661880832,0.8630965352058411,4.476783275604248,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_08/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_08/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_08/checkpoints/iter_350/perturbed_edited.png,add a small beard,add_a_small_beard,8,0.9
0.2795896718791576,0.17355838747166052,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_04/best,strong,True,01_make_the_person_smile_slightly__vae_conditioning__strong,300.1772925388068,0.0,0.10603128440749708,0.0,0.025984839683834676,31.70559916515473,0.9048123359680176,125,1.0,0.772807776927948,0.0,3.8733320236206055,0.8515980243682861,0.1509501526645275,vae_conditioning,0.013929481479959229,0.2795896718791576,0.03773753816613187,28.464528694835238,0.8713604807853699,3.289748430252075,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_04/checkpoints/iter_125/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_04/checkpoints/iter_125/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_04/checkpoints/iter_125/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,4,0.9
0.23478827393758392,0.14834647965735762,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_06/best,strong,True,01_make_the_person_smile_slightly__vae_conditioning__strong,304.7031429633498,0.0,0.0864417942802263,0.0,0.018471174617651704,34.67010972114204,0.9266251921653748,350,1.0,0.7388367652893066,0.0,4.997835159301758,0.5954107046127319,0.12646821654546356,vae_conditioning,0.01120863167300574,0.23478827393758392,0.03161705413636589,30.00157194292788,0.8916799426078796,2.6298248767852783,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_06/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_06/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_06/checkpoints/iter_350/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,6,0.9
0.21715169688713518,0.10749560548710946,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_05/best,strong,True,02_add_a_small_beard__vae_conditioning__strong,277.9006291255355,0.0,0.10965609140002572,0.0,0.018314369915175887,34.74416036288729,0.9332436919212341,350,1.0,0.7649095058441162,0.0,5.135579586029053,0.49688106775283813,0.10891210576546159,vae_conditioning,0.0142585851513741,0.21715169688713518,0.027228026441365398,31.299676726404236,0.8917604088783264,2.47267746925354,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_05/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_05/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_05/checkpoints/iter_350/perturbed_edited.png,add a small beard,add_a_small_beard,5,0.9
0.21121335679733136,0.10056037791265766,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_09/best,strong,True,02_add_a_small_beard__vae_conditioning__strong,278.8078922983259,0.0,0.1106529788846737,0.0,0.018259881973967006,34.77004067866365,0.9312582015991211,200,1.0,0.7617085576057434,0.0,4.769943714141846,0.5368032455444336,0.10458583289825299,vae_conditioning,0.013530154094236375,0.21121335679733136,0.026146458224563247,31.65174263895778,0.8933724761009216,2.862670660018921,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_09/checkpoints/iter_200/flow.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_09/checkpoints/iter_200/perturbed.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_09/checkpoints/iter_200/perturbed_edited.png,add a small beard,add_a_small_beard,9,0.9
0.21117330749888474,0.10234180560877036,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/best,strong,True,01_make_the_person_smile_slightly__vae_conditioning__strong,309.4148718304932,0.0,0.10883150189011438,0.0,0.015574252244246207,36.151855912950126,0.9439601898193359,350,1.0,0.9259198307991028,0.0,5.197995662689209,0.5170667171478271,0.11415870149989182,vae_conditioning,0.013901980979861344,0.21117330749888474,0.028539675374972956,30.891019421666215,0.9029853940010071,2.3154852390289307,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_350/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.20755282767460248,0.1163034376344537,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_01/best,strong,True,02_add_a_small_beard__vae_conditioning__strong,278.34942604601383,0.0,0.09124939004014879,0.0,0.018986840089290486,34.430946145990774,0.9418438076972961,25,1.0,0.8971425294876099,0.0,3.481891632080078,0.43549633026123047,0.10975161917850872,vae_conditioning,0.013056164867633247,0.20755282767460248,0.02743790479462718,31.232981103382343,0.9021987915039062,2.1993963718414307,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_01/checkpoints/iter_025/flow.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_01/checkpoints/iter_025/perturbed.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_01/checkpoints/iter_025/perturbed_edited.png,add a small beard,add_a_small_beard,1,0.9
0.2031388712899074,0.13473007656589245,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_10/best,strong,True,02_add_a_small_beard__vae_conditioning__strong,279.87112219817936,0.0,0.06840879472401495,0.0,0.01973432822384278,34.09555305665769,0.9409799575805664,400,1.0,0.9033715128898621,0.0,2.9892430305480957,0.38028138875961304,0.10639099607628436,vae_conditioning,0.010210243043904308,0.2031388712899074,0.02659774901907109,31.503102327500493,0.903252124786377,1.925830602645874,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_10/checkpoints/iter_400/flow.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_10/checkpoints/iter_400/perturbed.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_10/checkpoints/iter_400/perturbed_edited.png,add a small beard,add_a_small_beard,10,0.9
0.20258537055420733,0.10608996081246164,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_10/best,strong,True,01_make_the_person_smile_slightly__vae_conditioning__strong,284.6646348759532,0.0,0.0964954097417457,0.0,0.013263838435153653,37.54661553676352,0.9556805491447449,350,1.0,0.8356947302818298,0.0,4.60957670211792,0.36135926842689514,0.11295333625244953,vae_conditioning,0.013015479005356592,0.20258537055420733,0.028238334063112384,30.983218566384096,0.9103679656982422,1.52072274684906,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_10/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_10/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_10/checkpoints/iter_350/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,10,0.9
